CustomerID,Recency,Frequency,Monetary,CustLocation
C1019047,75,1,50.0,MUMBAI
C1019085,123,1,291.92,MUMBAI
C1019091,184,1,25000.0,MUMBAI
C1019120,78,1,1025.0,MUMBAI
C1019131,63,1,440.0,MUMBAI
C1019134,2,2,2475.0,MUMBAI
C1019178,276,1,425.72,MUMBAI
C1019211,336,1,1020.0,MUMBAI
C1019220,215,1,1000.0,MUMBAI
C1019233,116,2,255.0,MUMBAI
C1019241,336,1,1140.0,MUMBAI
C1019244,101,1,180.0,MUMBAI
C1019249,155,1,1442.0,MUMBAI
C1019274,123,1,2009.68,MUMBAI
C1019277,114,2,360.0,MUMBAI
C1019283,32,1,458.0,MUMBAI
C1019290,276,1,1044.0,MUMBAI
C1019422,116,2,48.0,MUMBAI
C1019448,62,2,4590.0,MUMBAI
C1019458,63,2,734.0,MUMBAI
C1019515,107,1,423.0,MUMBAI
C1019570,185,1,2384.98,MUMBAI
C1019626,117,1,420.0,MUMBAI
C1019714,115,1,385.0,MUMBAI
C1019716,1,1,600.0,MUMBAI
C1019731,113,1,40.0,MUMBAI
C1019733,62,2,2699.0,MUMBAI
C1019760,118,1,2234.52,MUMBAI
C1019774,123,1,325.0,MUMBAI
C1019814,124,1,25.0,MUMBAI
C1019831,105,2,3465.0,MUMBAI
C1019874,155,1,354.56,MUMBAI
C1019924,113,2,1047.0,MUMBAI
C1020127,113,1,350.0,MUMBAI
C1020144,337,1,891.0,MUMBAI
C1020192,32,1,200.0,MUMBAI
C1020221,119,1,225.25,MUMBAI
C1020236,116,2,200.0,MUMBAI
C1020251,215,1,50.0,MUMBAI
C1020260,306,1,2117.0,MUMBAI
C1020274,83,1,2770.0,MUMBAI
C1020284,117,2,308.0,MUMBAI
C1020348,117,1,199.11,MUMBAI
C1020362,111,1,25200.0,MUMBAI
C1020388,113,2,2000.0,MUMBAI
C1020451,88,1,200.0,MUMBAI
C1020457,155,1,1652.0,MUMBAI
C1020549,110,1,870.0,MUMBAI
C1020566,103,1,30.0,MUMBAI
C1020628,32,1,220.0,MUMBAI
C1020653,246,1,150.0,MUMBAI
C1020673,117,1,278.0,MUMBAI
C1020678,245,1,1980.0,MUMBAI
C1020719,93,2,1540.79,MUMBAI
C1020727,123,2,2214.0,MUMBAI
C1020769,305,1,11136.28,MUMBAI
C1020863,104,1,1185.0,MUMBAI
C1020876,276,1,2265.41,MUMBAI
C1020920,102,2,16500.0,MUMBAI
C1020940,104,3,5263.0,MUMBAI
C1020942,111,1,289.92,MUMBAI
C1020965,87,1,1512.75,MUMBAI
C1020975,246,2,2000.0,MUMBAI
C1021037,124,1,375.0,MUMBAI
C1021054,305,1,26.0,MUMBAI
C1021057,105,2,240.0,MUMBAI
C1021057,105,2,240.0,MUMBAI
C1021068,108,1,360.0,MUMBAI
C1021088,216,2,3219.0,MUMBAI
C1021090,93,1,297.0,MUMBAI
C1021151,110,1,302.59,MUMBAI
C1021160,109,2,8167.0,MUMBAI
C1021172,114,2,200.0,MUMBAI
C1021181,115,1,758.54,MUMBAI
C1021263,106,1,684.0,MUMBAI
C1021273,185,1,142.0,MUMBAI
C1021343,87,2,467.0,MUMBAI
C1021370,115,2,681.98,MUMBAI
C1021430,216,1,1850.0,MUMBAI
C1021513,62,1,355.0,MUMBAI
C1021532,62,1,2235.0,MUMBAI
C1021533,76,1,30.0,MUMBAI
C1021563,31,2,1398.01,MUMBAI
C1021579,104,1,1871.3,MUMBAI
C1021611,276,1,390.0,MUMBAI
C1021630,101,3,1294.27,MUMBAI
C1021748,31,2,16000.0,MUMBAI
C1021776,305,1,1585.0,MUMBAI
C1021942,105,3,1650.0,MUMBAI
C1021953,154,1,574.43,MUMBAI
C1021975,1,1,50.0,MUMBAI
C1021981,336,1,175.0,MUMBAI
C1022019,118,1,2480.0,MUMBAI
C1022036,306,1,100.0,MUMBAI
C1022043,112,1,9990.0,MUMBAI
C1022085,92,1,1350.0,MUMBAI
C1022148,306,1,1199.0,MUMBAI
C1022156,92,1,500.0,MUMBAI
C1022219,112,1,479.0,MUMBAI
C1022229,110,1,1000.0,MUMBAI
C1022279,63,1,150.0,MUMBAI
C1022414,62,3,1096.5,MUMBAI
C1022414,62,3,1096.5,MUMBAI
C1022423,63,2,2366.0,MUMBAI
C1022442,88,2,465.0,MUMBAI
C1022454,276,1,71.0,MUMBAI
C1022456,155,1,1600.0,MUMBAI
C1022463,245,1,593.0,MUMBAI
C1022464,109,1,408.0,MUMBAI
C1022557,103,1,737.45,MUMBAI
C1022572,117,1,336.61,MUMBAI
C1022630,118,2,1999.0,MUMBAI
C1022633,115,2,7540.0,MUMBAI
C1022675,107,3,1080.0,MUMBAI
C1022681,103,2,680.52,MUMBAI
C1022724,63,1,5156.0,MUMBAI
C1022763,62,1,2270.0,MUMBAI
C1022784,111,1,3526.0,MUMBAI
C1022833,1,2,271.0,MUMBAI
C1022878,184,1,17078.0,MUMBAI
C1022947,63,2,2435.0,MUMBAI
C1022958,119,1,795.72,MUMBAI
C1023017,31,2,1290.0,MUMBAI
C1023024,277,1,285.0,MUMBAI
C1023083,92,1,50.0,MUMBAI
C1023118,76,1,345.0,MUMBAI
C1023188,88,1,1137.0,MUMBAI
C1023357,119,1,790.0,MUMBAI
C1023418,71,2,448.0,MUMBAI
C1023433,277,1,200.0,MUMBAI
C1023448,185,1,2313.5,MUMBAI
C1023450,107,2,5302.0,MUMBAI
C1023471,92,3,439.0,MUMBAI
C1023517,110,2,1000.0,MUMBAI
C1023549,185,1,1162.0,MUMBAI
C1023570,103,1,6885.0,MUMBAI
C1023572,215,1,291.93,MUMBAI
C1023717,246,1,2054.49,MUMBAI
C1023751,31,1,200.0,MUMBAI
C1023771,103,1,1000.0,MUMBAI
C1023815,75,2,1275.0,MUMBAI
C1023816,1,2,1900.0,MUMBAI
C1023823,104,1,670.0,MUMBAI
C1023840,31,2,1629.37,MUMBAI
C1023845,124,1,1861.0,MUMBAI
C1023982,93,1,62.87,MUMBAI
C1023989,103,1,20.0,MUMBAI
C1024041,114,1,4740.0,MUMBAI
C1024138,216,1,250.0,MUMBAI
C1024219,108,2,200.0,MUMBAI
C1024237,86,2,24438.0,MUMBAI
C1024254,93,1,200.0,MUMBAI
C1024267,32,1,2728.0,MUMBAI
C1024272,123,1,149.0,MUMBAI
C1024291,337,1,717.0,MUMBAI
C1024353,63,1,360.0,MUMBAI
C1024365,108,1,450.0,MUMBAI
C1024378,75,2,539.84,MUMBAI
C1024427,114,1,1707.0,MUMBAI
C1024432,111,2,9798.0,MUMBAI
C1024440,123,1,899.0,MUMBAI
C1024444,154,2,900.0,MUMBAI
C1024475,110,1,499.0,MUMBAI
C1024544,123,1,1160.0,MUMBAI
C1024554,107,1,250.0,MUMBAI
C1024623,118,1,6493.0,MUMBAI
C1024674,215,1,3960.0,MUMBAI
C1024678,109,2,360.0,MUMBAI
C1024713,216,1,350.0,MUMBAI
C1024717,1,2,2870.0,MUMBAI
C1024738,185,1,869.0,MUMBAI
C1024779,88,1,758.0,MUMBAI
C1024788,119,2,2969.0,MUMBAI
C1024862,63,2,1841.0,MUMBAI
C1024873,277,1,7235.53,MUMBAI
C1024911,79,1,625.84,MUMBAI
C1024959,215,1,110.0,MUMBAI
C1024985,305,1,1010.0,MUMBAI
C1025055,117,1,141.0,MUMBAI
C1025067,111,1,500.0,MUMBAI
C1025080,110,1,75.49,MUMBAI
C1025134,2,3,1151.0,MUMBAI
C1025135,31,1,845.0,MUMBAI
C1025175,116,1,50.0,MUMBAI
